SARO NUMBER,AMOUNT,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,PURPOSE,REMARKS
SARO-BMB-F-20-0003179,"59,000.00",03/18/2020 11:59:18,04/02/2020 15:29:36,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300012 - Regional Office - XII,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003178,"81,000.00",03/18/2020 11:58:53,04/02/2020 15:29:36,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300011 - Regional Office - XI,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003177,"78,000.00",03/18/2020 11:58:37,04/02/2020 15:29:36,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300010 - Regional Office - X,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003176,"58,000.00",03/18/2020 11:58:18,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300009 - Regional Office - IX,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003175,"85,000.00",03/18/2020 11:57:56,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300008 - Regional Office - VIII,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003174,"80,000.00",03/18/2020 11:57:32,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300007 - Regional Office - VII,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003173,"86,000.00",03/18/2020 11:57:13,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300006 - Regional Office - VI,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003172,"83,000.00",03/18/2020 11:56:50,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300005 - Regional Office - V,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003171,"81,000.00",03/18/2020 11:56:36,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300017 - Regional Office - IVB,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003170,"84,000.00",03/18/2020 11:56:18,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300004 - Regional Office - IVA,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003169,"106,000.00",03/18/2020 11:55:46,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300003 - Regional Office - III,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003168,"72,000.00",03/18/2020 11:55:22,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300002 - Regional Office - II,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003167,"60,000.00",03/18/2020 11:52:18,04/02/2020 15:26:33,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300001 - Regional Office - I,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003166,"73,000.00",03/18/2020 11:52:03,04/02/2020 15:23:24,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300013 - Regional Office - NCR,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003165,"84,000.00",03/18/2020 11:51:47,04/02/2020 15:23:24,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300014 - Regional Office - CAR,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under NBC No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003164,"885,000.00",03/18/2020 11:51:29,04/02/2020 15:22:47,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0100000 - Central Office,"To cover the Retirement and Life Insurance Premiums adjustment, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003163,"608,000.00",03/18/2020 11:51:09,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300016 - Regional Office - XIII,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003162,"581,000.00",03/18/2020 11:50:45,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300012 - Regional Office - XII,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003161,"794,000.00",03/18/2020 11:48:26,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300011 - Regional Office - XI,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003160,"763,000.00",03/18/2020 11:48:09,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300010 - Regional Office - X,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003159,"569,000.00",03/18/2020 11:47:25,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300009 - Regional Office - IX,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003158,"835,000.00",03/18/2020 11:47:08,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300008 - Regional Office - VIII,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003157,"782,000.00",03/18/2020 11:46:41,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300007 - Regional Office - VII,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003156,"837,000.00",03/18/2020 11:46:23,04/02/2020 15:22:01,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300006 - Regional Office - VI,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003155,"814,000.00",03/18/2020 11:46:03,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300005 - Regional Office - V,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003154,"792,000.00",03/18/2020 11:45:45,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300017 - Regional Office - IVB,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003153,"830,000.00",03/18/2020 11:44:01,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300004 - Regional Office - IVA,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003152,"1,037,000.00",03/18/2020 11:43:43,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300003 - Regional Office - III,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003151,"709,000.00",03/18/2020 11:43:13,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300002 - Regional Office - II,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003150,"587,000.00",03/18/2020 11:42:37,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300001 - Regional Office - I,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003149,"720,000.00",03/18/2020 11:42:16,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300013 - Regional Office - NCR,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003148,"821,000.00",03/18/2020 11:41:56,04/02/2020 15:15:07,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0300014 - Regional Office - CAR,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-BMB-F-20-0003147,"8,675,000.00",03/18/2020 11:40:00,04/02/2020 15:13:55,19 - Department of Science and Technology (DOST),001 - Office of the Secretary,0100000 - Central Office,"To cover the 1st tranche compensation adjustments including related costs, as authorized under National Budget Circular No. 579 dated January 24, 2020, pursuant to Republic Act No. 11466.",
SARO-ROI-20-0003146,"1,290,739.00",03/18/2020 10:50:37,03/25/2020 08:28:09,07 - Department of Education (DepEd),001 - Office of the Secretary,0801005 - Division of Pangasinan II,"To cover payment of Terminal Leave Benefits of nine (9) retired employees and one (1) resigned employee, as indicated in Annex B hereof.",
SARO-ROVII-20-0003145,"310,803.00",03/18/2020 09:20:15,03/27/2020 10:19:17,07 - Department of Education (DepEd),001 - Office of the Secretary,0300007 - Regional Office - VII,To cover funding requirements for the payment of monetization of leave credits for CY 2020 of 2 personnel per attached list,
SARO-ROVIII-20-0003144,"99,340.00",03/17/2020 18:13:28,03/23/2020 13:42:51,13 - Department of Health (DOH),001 - Office of the Secretary,1400049 - Eastern Visayas Regl Medical Center,"To cover the requirement for Terminal Leave Benefits (TLB) of Ms. Palmer A. Quero, Nurse III, per attached List of Actual Retirees to be Paid (LARP)",
SARO-ROVIII-20-0003143,"730,615.00",03/17/2020 18:07:03,03/25/2020 14:54:33,07 - Department of Education (DepEd),001 - Office of the Secretary,0908029 - Dolores National High School,To cover the Terminal Leave Benefits (TLB) of Nelly T. Torreflores per attached List of Actual Retirees to be Paid (LARP),
SARO-ROVI-20-0003088,"7,825.00",03/17/2020 16:31:19,03/19/2020 11:58:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0906019 - Calizo National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0003087,"77,144.00",03/17/2020 16:30:57,03/19/2020 11:58:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0906019 - Calizo National High School,Release of allotment to cover the first tranche of compensation adjustment (Regular PS) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
SARO-ROVI-20-0003086,"10,503.00",03/17/2020 16:30:36,03/19/2020 11:58:16,07 - Department of Education (DepEd),001 - Office of the Secretary,0906018 - Calimbajan-Tina National High School,Release of allotment to cover the first tranche of compensation adjustment (RLIP) authorized under RA No. 11466 as implemented by NBC 579 dated 24 January 2020.,
