NCA NUMBER,NCA TYPE,APPROVED DATE,RELEASED DATE,DEPARTMENT,AGENCY,OPERATING UNIT,AMOUNT,PURPOSE,REMARKS
NCA-ROVI-20-0003170,REG,03/10/20 14:56:44,03/10/2020 17:13:53,Department of Education (DepEd),Office of the Secretary,Linabuan National High School,"4,106,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Aklan National High School for Arts and Trades,"10,241,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Altavas National School,"10,296,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Boracay National High School,"6,476,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Buruanga Vocational School,"7,286,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Bay-ang Mapag-ong National High School,"2,057,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Bacan National High School,"4,006,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Calizo National High School,"1,800,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Camaligan National High School,"2,877,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Division of Aklan,"584,995,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROVI-20-0003169,REG,03/10/20 14:56:42,03/10/2020 17:13:51,Department of Education (DepEd),Office of the Secretary,Calimbajan-Tina National High School,"2,786,000.00",Release of cash allocation to cover the second quarter FY 2020 operating requirements,
NCA-ROIVA-20-0003168,TLRG,03/10/20 14:48:43,03/11/2020 10:59:24,State Universities and Colleges (SUCs),Southern Luzon State University,,"247,718.00",To cover payment of Terminal Leave Benefits in favor of the hereunder retiree(s): a) Leonisa O. Bernardo,
NCA-NCR-20-0003167,REG,03/10/20 14:29:23,03/10/2020 15:01:00,Department of Education (DepEd),Office of the Secretary,Division of Valenzuela,"23,215,961.00",To cover the Personnel Services (PS) requirements of fifty-five (5) newly-filled positions for the period January to December 2020.,
NCA-NCR-20-0003166,REG,03/10/20 14:29:22,03/10/2020 15:01:00,Department of Education (DepEd),Office of the Secretary,Division of Taguig and Pateros,"44,025,012.00",To cover the Personnel Services (PS) requirements of one hundred twenty-seven (127) newly-filled positions for the period January to December 2020.,
NCA-CAR-20-0003165,REG,03/10/20 14:28:36,03/11/2020 11:06:29,Department of Education (DepEd),Office of the Secretary,Kamora National High School,"252,452.00","Release of cash allocation to cover the FY 2020 first semester Personnel Services (PS) requirements (Regular PS, and Retirement and Life Insurance Premiums) due to the filling-up of two (2) vacant positions.",
NCA-ROIII-20-0003164,TLRG,03/10/20 14:18:19,03/31/2020 13:22:50,Department of Education (DepEd),Office of the Secretary,Division of Pampanga,"101,815.00","Cash allocation for the Terminal Leave Benefits of Mr. Leonardo M. Lozano, optional retiree.",
NCA-ROIII-20-0003163,TLRG,03/10/20 14:18:17,03/31/2020 13:22:49,Department of Education (DepEd),Office of the Secretary,Division of Pampanga,"988,824.00",Cash allocation for the Terminal Leave Benefits of two (2) optional retirees.,
NCA-ROIII-20-0003162,TLRG,03/10/20 14:18:16,03/31/2020 13:22:49,State Universities and Colleges (SUCs),Tarlac Agricultural University,,"375,540.00",Cash allocation for the Terminal Leave Benefits of two (2) optional retirees.,
NCA-BMB-A-20-0003161,TLRG,03/10/20 13:52:15,03/16/2020 18:03:01,National Economic and Development Authority (NEDA),Office of the Director-General,Central Office,"639,873.00",To cover payment of terminal leave benefits of five (5) optional retirees per Annex B.,
NCA-BMB-A-20-0003160,APB,03/10/20 13:50:59,03/16/2020 18:03:00,Department of Trade and Industry (DTI),Office of the Secretary,Regional Office - IX,"301,404.00","To cover payment of terminal leave benefits of Ms. Maria Carmen R. La Guardia, optional retiree per Annex B.",
NCA-ROII-20-0003159,TR,03/10/20 13:48:08,03/10/2020 17:33:15,Department of Health (DOH),Office of the Secretary,Cagayan Valley Medical Center,"494,880.00",To cover refund of Performance Bond.,
NCA-ROXIII-20-0003158,TLRG,03/10/20 13:41:54,03/11/2020 11:54:45,Department of Education (DepEd),Office of the Secretary,Division of Butuan City,"38,941.00",To cover funding requirements for the monetization of earned leave credits of Mr. David A. Carmelo. Attached is the List of Personnel Availing Monetization of Credits (LPAMLC) for the details.,
NCA-ROV-20-0003157,TR,03/10/20 13:30:41,03/10/2020 15:36:37,Department of Public Works and Highways (DPWH),Office of the Secretary,Albay 1st District Engineering Office,"5,401,440.00","To cover trust receipts deposited with the Bureau of Treasury pursuant to Executive Order No. 338 as implemented by COA-DBM-DOF Joint Circular No. 1-97 dated January 02, 1997, for the implementation of project: ""Construction of Two(2) Storey Tabaco City Prosecutor's Office Building, Tabaco City, Albay"".",
NCA-ROV-20-0003156,TR,03/10/20 13:30:39,03/10/2020 15:36:35,State Universities and Colleges (SUCs),Central Bicol State University of Agriculture,,"4,693,688.00","To cover trust receipts deposited with the Bureau of Treasury pursuant to Executive Order No. 338 as implemented by COA-DBM-DOF Joint Circular No. 1-97 dated January 02, 1997, for the implementation of project: ""Geo-mapping and Characterization of Pili Farms in Four Major Producing Provinces in the Bicol Region (Sorsogon, Albay, Camarines Sur, and Camarines Norte)"".",
NCA-ROVII-20-0003155,REG,03/10/20 13:25:49,03/16/2020 09:10:33,Department of Education (DepEd),Office of the Secretary,Jaclupan National High School (Cansojong NHS),"274,751.00",To cover additional operating requirements for CY 2020,
NCA-ROIVB-20-0003154,TLRG,03/10/20 13:22:22,03/10/2020 17:15:53,Department of Health (DOH),Office of the Secretary,Ospital ng Palawan,"869,475.00","For payment of Terminal Leave Benefit (TLB) of Ms. Nilda N. Talamayan, former Nurse III.",
NCA-ROVII-20-0003153,PY,03/10/20 13:21:37,03/16/2020 14:15:09,Department of Health (DOH),Office of the Secretary,Eversley Child Sanitarium,"26,392,302.00",To cover payment of Prior Year's Accounts Payable,
NCA-ROI-20-0003152,REG,03/10/20 13:20:09,03/11/2020 13:28:03,Department of Education (DepEd),Office of the Secretary,Division of Ilocos Norte,"4,736,654.00",To cover additional operating requirements (excess of tax withheld over actual TRAs issued).,
NCA-ROVII-20-0003151,TLRG,03/10/20 13:11:45,03/12/2020 14:59:58,Department of Education (DepEd),Office of the Secretary,Division of Bohol,"51,263.00","To cover payment of terminal leave benefits of Mr. Eutropio S. Escobal, optional retiree",
NCA-NCR-20-0003150,REG,03/10/20 13:10:05,03/10/2020 15:00:59,Department of Education (DepEd),Office of the Secretary,Florentino Torres High School (Torres High School),"15,214,678.00",To cover the Personnel Services (PS) requirements of thirty-seven (37) newly-filled positions for the period January to December 2020.,
NCA-NCR-20-0003149,REG,03/10/20 13:10:04,03/10/2020 15:00:59,Department of Education (DepEd),Office of the Secretary,Division of Taguig and Pateros,"25,853,970.00",To cover the Personnel Services (PS) requirements of fifty-one (51) newly-filled positions for the period January to December 2020.,
NCA-ROII-20-0003148,TLRG,03/10/20 13:08:51,03/10/2020 17:33:14,Department of Education (DepEd),Office of the Secretary,Division of Nueva Vizcaya,"111,704.00","To cover payment of Terminal Leave Benefits of Ms. Lica F. Suyat (P54,948) and Ms. Consuelo R. Dagdagan (P56,756).",
NCA-ROVII-20-0003147,PY,03/10/20 13:00:06,03/16/2020 09:10:33,Department of Education (DepEd),Office of the Secretary,Cabancalan National High School,"160,862.00",To cover payment of Prior Year's Accounts Payable,
NCA-ROVII-20-0003146,PY,03/10/20 12:59:40,03/16/2020 09:10:32,Department of Education (DepEd),Office of the Secretary,Paknaan National High School,"43,484.00",To cover payment of Prior Year's Accounts Payable,
NCA-ROII-20-0003145,REG,03/10/20 12:52:54,03/10/2020 17:33:13,Department of Public Works and Highways (DPWH),Office of the Secretary,Cagayan 1st District Engineering Office,"180,168.00",To cover the funding requirements for deficiency in authorized personnel benefits for the period January to March 2020 due to filling of two (2) positions.,
NCA-ROVI-20-0003144,REG,03/10/20 12:50:43,03/10/2020 14:38:48,Department of Education (DepEd),Office of the Secretary,Regional Office - VI,"32,711,000.00","Release of cash allocation covering the Second Quarter, 2020 operating requirements. (DMS Ref No. 2020-ROVI-0030400)",
NCA-ROVII-20-0003142,REG,03/10/20 12:50:35,03/16/2020 09:10:31,Department of Education (DepEd),Office of the Secretary,Division of Mandaue City,"22,827,000.00",To cover additional operating requirements for the first quarter CY 2020,
NCA-ROVII-20-0003141,REG,03/10/20 12:50:35,03/16/2020 09:10:30,Department of Education (DepEd),Office of the Secretary,Mohon Divino Amore National High School,"170,953.00",To cover additional operating requirements for CY 2020,
NCA-ROVII-20-0003138,PY,03/10/20 11:42:21,03/16/2020 09:10:30,Department of Education (DepEd),Office of the Secretary,Division of Mandaue City,"11,071,215.00",To cover payment of Prior Year's Accounts Payable,
NCA-ROI-20-0003137,REG,03/10/20 11:39:23,03/11/2020 13:28:03,Department of Education (DepEd),Office of the Secretary,Ilocos Sur National High School,"44,742.00",To cover additional operating requirements (compensation differentials due to the implementation of approved Equivalents Record Forms [ERFs]).,
NCA-ROI-20-0003136,PY,03/10/20 11:33:37,03/11/2020 13:35:18,Department of Budget and Management (DBM),Office of the Secretary,Regional Office - I,"81,511.00","To cover release of the share of the Municipality of Tagudin, Ilocos Sur from the CY 2013 Collection of Excise Tax from Burley and Native Tobacco under Republic Act (R.A.) No. 8240, as amended, chargeable against the FY 2015 General Appropriations Act, R.A. No. 10651.",
NCA-NCR-20-0003135,REG,03/10/20 11:30:06,03/10/2020 13:33:41,Department of Education (DepEd),Office of the Secretary,Division of Taguig and Pateros,"22,879,140.00",To cover the Personnel Services (PS) requirements of sixty-six (66) newly-filled positions for the period January to December 2020.,
NCA-ROVII-20-0003134,PY,03/10/20 11:25:38,03/16/2020 09:10:29,Department of Education (DepEd),Office of the Secretary,Mandaue City Comprehensive National High School,"1,260,362.00",To cover payment of Prior Year's Accounts Payable,
NCA-ROVII-20-0003133,REG,03/10/20 11:21:33,03/16/2020 09:10:28,Department of Education (DepEd),Office of the Secretary,Division of Bogo City,"3,461,000.00",To cover additional operating requirements for CY 2020,
NCA-ROVII-20-0003132,REG,03/10/20 11:20:24,03/16/2020 09:10:27,Department of Education (DepEd),Office of the Secretary,Division of Bogo City,"882,000.00",To cover additional operating requirements for CY 2020,
NCA-ROIII-20-0003131,REG,03/10/20 11:13:24,03/11/2020 14:12:25,Department of Education (DepEd),Office of the Secretary,Pulong Santol National High School,"3,765,804.00",Additional cash allocation for current operating and RLIP requirements for the month of March 2020.,
NCA-NCR-20-0003130,REG,03/10/20 11:01:46,03/10/2020 13:03:57,Department of Education (DepEd),Office of the Secretary,Division of Quezon City,"77,635,290.00",To cover the Personnel Services (PS) requirements of one hundred fifty-eight (158) newly-filled positions for the period January to December 2020.,
NCA-NCR-20-0003129,REG,03/10/20 10:59:51,03/10/2020 13:03:57,Department of Education (DepEd),Office of the Secretary,Tipas National High School,"706,042.00",To cover the Personnel Services (PS) requirements of one (1) newly-filled position for the period January to December 2020.,
NCA-NCR-20-0003128,REG,03/10/20 10:59:48,03/10/2020 13:03:56,Department of Education (DepEd),Office of the Secretary,Tanza National High School,"1,039,960.00",To cover the Personnel Services (PS) requirements of three (3) newly-filled positions for the period January to December 2020.,
NCA-ROI-20-0003127,REG,03/10/20 10:57:03,03/11/2020 13:28:02,Department of Education (DepEd),Office of the Secretary,Ilocos Norte Agricultural College,"26,683.00","To cover additional operating requirements (compensation differentials due to the implementation of approved Equivalents Record Forms [ERFs], Conversion to Master Teacher [MT] Positions and Reclassification of Positions) for the months of January to March 2020.",
